domain,status,request_id,page_0_url,page_0_type,page_1_url,page_1_type,page_2_url,page_2_type,tech_other,company_siren,company_siret,company_tva,company_source
https://www.plombier-sanitaire-montpellier.fr/,OK,99a2a0e7-5afa-4d86-85c0-caa2cc2117ee,https://www.plombier-sanitaire-montpellier.fr/,home,https://www.plombier-sanitaire-montpellier.fr/contact/,contact,https://www.plombier-sanitaire-montpellier.fr/mentions-legales/,legal,,,,,
